CPU,Memory,Disk,DiskType,InnoDB,Warehouse,Connections,TpmC,Cost,Cost Performance Ratio,IdleL,IdleR,System,Platform,Region,Zone,Provider,Load Avg Utl,Run Avg Utl
2,7.5,10,0,1024,1,10,7757,48.94,0.0063,45.3,3.3,B,GCP,Iowa,us-central1-a,Google,54.7,96.7
4,15,10,0,16,1,10,1548,97.49,0.063,71.9,80.8,C,GCP,Iowa,us-central1-a,Google,28.1,19.2
4,15,10,0,32,1,10,3602,97.49,0.0271,71.1,63.2,C,GCP,Iowa,us-central1-a,Google,28.9,36.8
4,15,10,0,64,1,10,10302,97.49,0.0095,72.1,21.9,C,GCP,Iowa,us-central1-a,Google,27.9,78.1
4,15,10,0,128,1,10,14100,97.49,0.0069,71.1,14.8,C,GCP,Iowa,us-central1-a,Google,28.9,85.2
4,15,10,0,256,1,10,14682,97.49,0.0066,72.4,15.1,C,GCP,Iowa,us-central1-a,Google,27.6,84.9
4,15,10,0,512,1,10,14792,97.49,0.0066,71.7,13,C,GCP,Iowa,us-central1-a,Google,28.3,87
4,15,10,0,1024,1,10,14663,97.49,0.0066,70.8,13.3,C,GCP,Iowa,us-central1-a,Google,29.2,86.7
16,60,10,0,16,1,10,1550,388.76,0.2508,92.4,95.8,F,GCP,Iowa,us-central1-a,Google,7.6,4.2
16,60,10,0,32,1,10,3581,388.76,0.1086,92.9,91.6,F,GCP,Iowa,us-central1-a,Google,7.1,8.4
16,60,10,0,64,1,10,10860,388.76,0.0358,92.5,78.4,F,GCP,Iowa,us-central1-a,Google,7.5,21.6
16,60,10,0,128,1,10,23945,388.76,0.0162,92.8,66.5,F,GCP,Iowa,us-central1-a,Google,7.2,33.5
16,60,10,0,256,1,10,25066,388.76,0.0155,93.2,65.9,F,GCP,Iowa,us-central1-a,Google,6.8,34.1
16,60,10,0,512,1,10,25158,388.76,0.0155,92.2,65.5,F,GCP,Iowa,us-central1-a,Google,7.8,34.5
16,60,10,0,1024,1,10,24808,388.76,0.0157,92.5,66.1,F,GCP,Iowa,us-central1-a,Google,7.5,33.9
1,3.75,500,0,16,1,10,3010,44.27,0.0147,6.2,30.9,A,GCP,Iowa,us-central1-a,Google,93.8,69.1
1,3.75,500,0,32,1,10,4116,44.27,0.0108,7,14.5,A,GCP,Iowa,us-central1-a,Google,93,85.5
1,3.75,500,0,64,1,10,5089,44.27,0.0087,6.8,6.4,A,GCP,Iowa,us-central1-a,Google,93.2,93.6
1,3.75,500,0,128,1,10,5457,44.27,0.0081,6.5,2.2,A,GCP,Iowa,us-central1-a,Google,93.5,97.8
1,3.75,500,0,256,1,10,5461,44.27,0.0081,7.3,23.1,A,GCP,Iowa,us-central1-a,Google,92.7,76.9
1,3.75,500,0,512,1,10,5506,44.27,0.008,6.2,2.4,A,GCP,Iowa,us-central1-a,Google,93.8,97.6
1,3.75,500,0,1024,1,10,5449,44.27,0.0081,6.5,1.9,A,GCP,Iowa,us-central1-a,Google,93.5,98.1
2,7.5,500,0,16,1,10,3702,68.54,0.0185,45.2,31.9,B,GCP,Iowa,us-central1-a,Google,54.8,68.1
2,7.5,500,0,32,1,10,5659,68.54,0.0121,44.8,17.7,B,GCP,Iowa,us-central1-a,Google,55.2,82.3
2,7.5,500,0,64,1,10,7254,68.54,0.0094,45.4,7.3,B,GCP,Iowa,us-central1-a,Google,54.6,92.7
2,7.5,500,0,128,1,10,8195,68.54,0.0084,45.1,3,B,GCP,Iowa,us-central1-a,Google,54.9,97
2,7.5,500,0,256,1,10,8239,68.54,0.0083,44.8,2.7,B,GCP,Iowa,us-central1-a,Google,55.2,97.3
2,7.5,500,0,512,1,10,8306,68.54,0.0083,45,2.9,B,GCP,Iowa,us-central1-a,Google,55,97.1
2,7.5,500,0,1024,1,10,8251,68.54,0.0083,45.3,3.1,B,GCP,Iowa,us-central1-a,Google,54.7,96.9
4,15,500,0,16,1,10,3678,117.09,0.0318,70.9,55.9,C,GCP,Iowa,us-central1-a,Google,29.1,44.1
4,15,500,0,32,1,10,7536,117.09,0.0155,71.2,35.8,C,GCP,Iowa,us-central1-a,Google,28.8,64.2
4,15,500,0,64,1,10,11278,117.09,0.0104,71.9,18.3,C,GCP,Iowa,us-central1-a,Google,28.1,81.7
4,15,500,0,128,1,10,13261,117.09,0.0088,71.3,9.8,C,GCP,Iowa,us-central1-a,Google,28.7,90.2
4,15,500,0,256,1,10,13601,117.09,0.0086,70.8,10.4,C,GCP,Iowa,us-central1-a,Google,29.2,89.6
4,15,500,0,512,1,10,13825,117.09,0.0085,72.3,11.6,C,GCP,Iowa,us-central1-a,Google,27.7,88.4
4,15,500,0,1024,1,10,13568,117.09,0.0086,71.2,10.7,C,GCP,Iowa,us-central1-a,Google,28.8,89.3
16,60,500,0,16,1,10,3927,408.36,0.104,92.8,88.3,F,GCP,Iowa,us-central1-a,Google,7.2,11.7
16,60,500,0,32,1,10,8375,408.36,0.0488,92.9,77.1,F,GCP,Iowa,us-central1-a,Google,7.1,22.9
16,60,500,0,64,1,10,15682,408.36,0.026,92.5,69.8,F,GCP,Iowa,us-central1-a,Google,7.5,30.2
16,60,500,0,128,1,10,21924,408.36,0.0186,93,64.6,F,GCP,Iowa,us-central1-a,Google,7,35.4
16,60,500,0,256,1,10,22821,408.36,0.0179,92.6,63.9,F,GCP,Iowa,us-central1-a,Google,7.4,36.1
16,60,500,0,512,1,10,22524,408.36,0.0181,93.1,64.3,F,GCP,Iowa,us-central1-a,Google,6.9,35.7
16,60,500,0,1024,1,10,22730,408.36,0.018,93.3,64.5,F,GCP,Iowa,us-central1-a,Google,6.7,35.5
1,3.75,10,0,16,5,10,753,24.67,0.0328,5.6,76.2,A,GCP,Iowa,us-central1-a,Google,94.4,23.8
1,3.75,10,0,32,5,10,1060,24.67,0.0233,6.1,70.3,A,GCP,Iowa,us-central1-a,Google,93.9,29.7
1,3.75,10,0,64,5,10,1644,24.67,0.015,5.9,61.8,A,GCP,Iowa,us-central1-a,Google,94.1,38.2
1,3.75,10,0,128,5,10,3230,24.67,0.0076,6.9,36.7,A,GCP,Iowa,us-central1-a,Google,93.1,63.3
1,3.75,10,0,256,5,10,4549,24.67,0.0054,7.1,6.3,A,GCP,Iowa,us-central1-a,Google,92.9,93.7
1,3.75,10,0,512,5,10,4890,24.67,0.005,6,2.8,A,GCP,Iowa,us-central1-a,Google,94,97.2
1,3.75,10,0,1024,5,10,4867,24.67,0.0051,5.7,2.6,A,GCP,Iowa,us-central1-a,Google,94.3,97.4
2,7.5,10,0,16,5,10,787,48.94,0.0622,43.3,82.9,B,GCP,Iowa,us-central1-a,Google,56.7,17.1
2,7.5,10,0,32,5,10,1086,48.94,0.0451,44.2,77.2,B,GCP,Iowa,us-central1-a,Google,55.8,22.8
2,7.5,10,0,64,5,10,1729,48.94,0.0283,44.2,70.8,B,GCP,Iowa,us-central1-a,Google,55.8,29.2
2,7.5,10,0,128,5,10,3378,48.94,0.0145,44.6,50.8,B,GCP,Iowa,us-central1-a,Google,55.4,49.2
2,7.5,10,0,256,5,10,6771,48.94,0.0072,45.7,4.7,B,GCP,Iowa,us-central1-a,Google,54.3,95.3
2,7.5,10,0,512,5,10,7162,48.94,0.0068,45,2.2,B,GCP,Iowa,us-central1-a,Google,55,97.8
2,7.5,10,0,1024,5,10,7139,48.94,0.0069,43.9,2.4,B,GCP,Iowa,us-central1-a,Google,56.1,97.6
4,15,10,0,16,5,10,800,97.49,0.1219,70.7,88.5,C,GCP,Iowa,us-central1-a,Google,29.3,11.5
4,15,10,0,32,5,10,1111,97.49,0.0877,71.1,86.2,C,GCP,Iowa,us-central1-a,Google,28.9,13.8
4,15,10,0,64,5,10,1782,97.49,0.0547,71.2,80.7,C,GCP,Iowa,us-central1-a,Google,28.8,19.3
4,15,10,0,128,5,10,3501,97.49,0.0278,70.9,62.3,C,GCP,Iowa,us-central1-a,Google,29.1,37.7
4,15,10,0,256,5,10,8255,97.49,0.0118,71.8,22.8,C,GCP,Iowa,us-central1-a,Google,28.2,77.2
